geometry,site_name,other_site_names,state,industry,matrix_type,matrix,year,pfoa,pfos,pfoa_pfos,total_pfas,pfas_level,notes,regulation_gvt_link,resources_link,suspected_source_link,pfas_testing_link,site_ref_link,state_ref_link,ObjectId,longitude,latitude
POINT (-73.1706529 44.4818873),South Burlington Wastewater Treatment Plant,,Vermont,WWTP,Other Water,Leachate,,5,23,,,23.0,"Received leachate from landfills, located on Aiport Pkwy",N/A,N/A,https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf,N/A,N/A,N/A,1342,-73.1706529,44.4818873
POINT (-87.2330803 30.4588536),Beggs Lane,F D C Holdings,Florida,Landfill,Groundwater,Groundwater,,,,,,,N/A,N/A,https://prodenv.dep.state.fl.us/DepNexus/public/electronic-documents/ERIC_3956/facility!search,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,N/A,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1343,-87.2330803,30.4588536
POINT (-82.3771599 29.625256),Butler Plaza,,Florida,Industry,Unknown,Sample data unavailable,,,,,,,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,N/A,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1344,-82.3771599,29.625256
POINT (-81.7502135 30.3251928),Eagle-Picher Industries Facility,,Florida,Industry,Groundwater,Groundwater,2020.0,707,3370,,,3370.0,Chemical manufacturer/processor,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1rV0l71-_uwUWsg8-OMMHv7NcljNCxSA1/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1345,-81.7502135,30.3251928
POINT (-121.9289375 37.3639472),San Jose International Airport,,California,Airport,Groundwater,Groundwater,2019.0,585,2190,2216,35053.0,35053.0,AFFF,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=T10000012766,https://geotracker.waterboards.ca.gov/map/pfas_map#,https://documents.geotracker.waterboards.ca.gov/esi/uploads/geo_report/2174231410/T10000012766.PDF,https://drive.google.com/drive/u/0/folders/1QTqXxuEWdt0SPd0I5SfAvlrzC7hPAnBn,https://drive.google.com/drive/u/1/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza15,1346,-121.9289375,37.3639472
POINT (-82.6723272 27.8143606),Florida Superior Plating,,Florida,Industry,Groundwater,Groundwater,2019.0,54,309,,,309.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1KnLfTZXsHRVeV2dGqfPHq4_rODEjPxWS/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1347,-82.6723272,27.8143606
POINT (-120.6420134 35.2375635),San Luis County Regional Airport,,California,Airport,Groundwater,Groundwater,2020.0,290,610,780,8232.0,8232.0,AFFF,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=T10000012768,https://geotracker.waterboards.ca.gov/map/pfas_map#,https://documents.geotracker.waterboards.ca.gov/regulators/deliverable_documents/7633374869/2020_1009-PFAS%20Investigation%20Report.pdf,https://drive.google.com/drive/u/0/folders/15W7ykMtvSNnHXhvwcuyAzLTJHu421_Td,https://drive.google.com/drive/u/1/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza12,1348,-120.6420134,35.2375635
POINT (-73.289346 44.63361),South Hero Landfill,,Vermont,Landfill,Groundwater,Groundwater,2020.0,,,,3573.0,3573.0,N/A,N/A,N/A,https://www.datawrapper.de/_/pmQX8/,https://drive.google.com/file/d/1JhhV5mZ6zw_VMwGJ3SWPF1_cUHAeanAg/view?usp=sharing,N/A,https://drive.google.com/drive/u/0/folders/1lGp9mNF1VW52zcJOUD9x-wZO9oAb_opR,1349,-73.289346,44.63361
POINT (-81.6890505 30.3227301),Jackson Atomics,,Florida,Industry,Groundwater,Groundwater,2020.0,13,23,,,23.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1GAyirzWatGGAZAXypr4C8cVWggfx7GcS/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1350,-81.6890505,30.3227301
POINT (-82.7339446 27.9008263),Kenbar Plating,,Florida,Industry,Groundwater,Groundwater,2019.0,436,3620,,,3620.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1Eb3p_ZB7wuQfkXTooOJUld2NVqcpzjC5/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1351,-82.7339446,27.9008263
POINT (-81.89087 28.046216),Lakeland Tanning Site,,Florida,Industry,Groundwater,Groundwater,2020.0,289,300,,,300.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1z9NUZ8pSfW7F-1ElFF_4KuSCCzgX0LSb/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1352,-81.89087,28.046216
POINT (-87.265311 30.542479),Lee Brothers Holsberry C&D Landfill,,Florida,Landfill,Groundwater,Groundwater,2019.0,14,11,,,14.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1Qtn8Qxqj5jVnafKRW3F4qFi4ExFjPF1R/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1353,-87.265311,30.542479
POINT (-82.4376873 27.9366175),Musselman Steel Corp,,Florida,Industry,Groundwater,Groundwater,2020.0,1400,47000,,,47000.0,Steel/metal/electrical processor,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/196ZyvSGnsJtlxstKKObMG1pj0uHCI6Ui/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1354,-82.4376873,27.9366175
POINT (-122.264394 38.0933),Former Naval Shipyard Mare Island,,California,Military,Groundwater,Groundwater,2018.0,124,78,,,124.0,N/A,N/A,N/A,https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html,https://drive.google.com/file/d/1gK144QBIQw5N59EiCEio2UMDo2UbzsWw/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1IxjCtUIPQIudDVies0pZK9FHCFKfUaPz,N/A,1355,-122.264394,38.0933
POINT (-84.386819 35.927114),East Tennessee Technology Park,,Tennessee,Industry,Surface Water,Surface Water,,30,46,,,46.0,N/A,N/A,N/A,https://www.energy.gov/pfas/articles/initial-assessment-and-polyfluoroalkyl-substances-department-energy-sites,https://drive.google.com/file/d/18aNZwg9XyHom0dqVTUdS_Tnqg20kd5BJ/view?usp=share_link,https://drive.google.com/drive/folders/1Ne0rhavgcaQ3hf4QeZr1nzf99pxL8X9k?usp=share_link,https://drive.google.com/drive/folders/1P3zqYq_fA5dw3gkPQYA4k4FQoLI4CmiB?usp=share_link,1356,-84.386819,35.927114
POINT (-87.264468 30.4152107),Omni-Vest Landfill,,Florida,Landfill,Groundwater,Groundwater,2019.0,7,8,,,8.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1OJgmUJjJJ2T87rvAIBfRB5yvj3qzdpV_/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1357,-87.264468,30.4152107
POINT (-83.1285332 42.2846414),GLWA WRRF,,Michigan,WWTP,Other Water,Wastewater,2018.0,11,24,,,24.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1358,-83.1285332,42.2846414
POINT (-84.3102413 35.9311367),Oak Ridge National Laboratory,,Tennessee,Industry,Surface Water,Surface Water,,7,22,,,22.0,N/A,N/A,N/A,https://www.energy.gov/pfas/articles/initial-assessment-and-polyfluoroalkyl-substances-department-energy-sites,https://drive.google.com/file/d/18aNZwg9XyHom0dqVTUdS_Tnqg20kd5BJ/view?usp=share_link,https://drive.google.com/drive/folders/1Ne0rhavgcaQ3hf4QeZr1nzf99pxL8X9k?usp=share_link,https://drive.google.com/drive/folders/1P3zqYq_fA5dw3gkPQYA4k4FQoLI4CmiB?usp=share_link,1359,-84.3102413,35.9311367
POINT (-93.0476227 44.7913628),Crosby American Properties Landfill,,Minnesota,Landfill,Groundwater,Groundwater,2020.0,600,600,1200,4280.0,4280.0,N/A,https://www.pca.state.mn.us/waste/pfas-landfills,https://webapp.pca.state.mn.us/wimn/site/1444,https://www.pca.state.mn.us/waste/pfas-landfills,https://docs.google.com/spreadsheets/d/1hRu_fnwKe4j_dNU5cczPJSTcPUe8qTtJ/edit?usp=sharing&ouid=107676736406888330935&rtpof=true&sd=true,N/A,https://drive.google.com/drive/u/0/folders/1JHapkdyZrRziZCfTAWAX-nxDpQ_WEWlp,1360,-93.0476227,44.7913628
POINT (-85.7023047 42.9475987),Grand Rapids WRRF,,Michigan,WWTP,Other Water,Wastewater,2018.0,11,36,,,36.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1361,-85.7023047,42.9475987
POINT (-82.34645 27.9406388),Palm River Road VOC Plume,,Florida,Industry,Groundwater,Groundwater,2019.0,1130,5490,,,5490.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1Pq5p2PFNCemuqOHpGgsYxxzBzHBKZnno/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1362,-82.34645,27.9406388
POINT (-119.712675 36.7653025),Fresno Air National Guard Base,,California,Military,Groundwater,Groundwater,2018.0,170,,170,6470.0,6470.0,N/A,N/A,N/A,https://ar.afcec-cloud.af.mil/Search.aspx,https://drive.google.com/file/d/1At8J9sxzp9dwXwn3HDebM5o8Od6dAIGf/view?usp=sharing,N/A,N/A,1363,-119.712675,36.7653025
POINT (-117.1943094 33.0859106),San Marcos II Sanitary Landfill,,California,Landfill,Groundwater,Groundwater,2019.0,7600,3300,10900,37950.0,37950.0,N/A,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=L10006325553&mytab=esidata#esidata,https://geotracker.waterboards.ca.gov/map/pfas_map#,https://geotracker.waterboards.ca.gov/profile_report?cmd=mwreport&global_id=L10006325553&con_num=4544332683,N/A,https://drive.google.com/drive/u/1/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1364,-117.1943094,33.0859106
POINT (-73.0523391 44.2084965),Starksboro Landfill,,Vermont,Landfill,Groundwater,Groundwater,2020.0,,,,296.0,296.0,N/A,N/A,N/A,https://www.datawrapper.de/_/pmQX8/,https://drive.google.com/file/d/1JhhV5mZ6zw_VMwGJ3SWPF1_cUHAeanAg/view?usp=sharing,N/A,https://drive.google.com/drive/u/0/folders/1lGp9mNF1VW52zcJOUD9x-wZO9oAb_opR,1365,-73.0523391,44.2084965
POINT (-72.2422474 43.8264056),Upper Valley Landfill,,Vermont,Landfill,Groundwater,Groundwater,2019.0,,,,21.0,21.0,N/A,N/A,N/A,https://www.datawrapper.de/_/pmQX8/,https://drive.google.com/file/d/1JhhV5mZ6zw_VMwGJ3SWPF1_cUHAeanAg/view?usp=sharing,N/A,https://drive.google.com/drive/u/0/folders/1lGp9mNF1VW52zcJOUD9x-wZO9oAb_opR,1366,-72.2422474,43.8264056
POINT (-122.0385569 37.4069538),Moffett Field Air National Guard Base,,California,Military,Solid,Soil,2023.0,120000,1900000,2020000,,2020000.0,"AFFF used at Moffett Air National Guard Base. Other sources of contamination include hydraulic fluid disposal or related use, brine from industrial wastewater pretreatment, fuel/water disposal, fuel spills, and leaking underground storage tanks. PFAS also detected in groundwater and surface water, but soil levels were the highest.  ",N/A,http://www.cpeo.org/pubs/MoffettPFAS.pdf,https://ar.afcec-cloud.af.mil/Search.aspx,https://drive.google.com/file/d/1z_SqTYr8SRUQA6gCulSmgrJaQ19iPtdn/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1osKmwDTOB54prX76W6QwDHlCY4PRG2Wx,N/A,1367,-122.0385569,37.4069538
POINT (-117.1830481 32.6997036),Naval Air Station North Island,,California,Military,Groundwater,Groundwater,2018.0,1989,122,,,1989.0,N/A,N/A,N/A,https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html,https://drive.google.com/file/d/1IVTove8QzGYQRFq6TJ_8j-4o3HP5E_XT/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1IJQGGAnBucLKapKYmVfkbfTDfBl6t03a,N/A,1368,-117.1830481,32.6997036
POINT (-73.242553 42.77567),Warren Wire Facility,,Vermont,Industry,Other Water,Drinking Water,,,,,,,"A public water supply well (Fire District 2) which supplied water to 400 people and several private drinking water wells were contaminated with PFAS above the standard, associated from the Warren Wire facility. The site is now owned by Mack Molding.",N/A,N/A,https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf,https://dec.vermont.gov/sites/dec/files/documents/PFAS%20Sampling%20Report%207.10.18%20FINAL.pdf,N/A,N/A,1369,-73.242553,42.77567
POINT (-119.1190924 34.116518),Naval Air Station Point Mugu CA NAVAIRWARC,,California,Military,Groundwater,Groundwater,,1071530,13407957,,,13407957.0,N/A,N/A,N/A,N/A,https://www.agri-pulse.com/ext/resources/pdfs/congress/STATUS-OF-NOTIFICATIONS-TO-AGRICULTURAL-OPERATIONS-PURSUANT-TO-SECTION-335-OF-THE-FISCAL-YEAR-2021-NATIONAL-DEFENSE-AUTHORIZATION-ACT-1.pdf,N/A,N/A,1370,-119.1190924,34.116518
POINT (-72.5403551 42.8942699),WSWMD Landfill Landfill,,Vermont,Landfill,Groundwater,Groundwater,2020.0,,,,33.0,33.0,N/A,N/A,N/A,https://www.datawrapper.de/_/pmQX8/,https://drive.google.com/file/d/1JhhV5mZ6zw_VMwGJ3SWPF1_cUHAeanAg/view?usp=sharing,N/A,https://drive.google.com/drive/u/0/folders/1lGp9mNF1VW52zcJOUD9x-wZO9oAb_opR,1371,-72.5403551,42.8942699
POINT (-104.8460625 38.7444906),Cheyenne Mountain Air Force Station,,Colorado,Military,Other Water,Surface Water,2018.0,2,4,,,4.0,N/A,N/A,N/A,https://ar.afcec-cloud.af.mil/Search.aspx,https://drive.google.com/file/d/1uRhfCJx6fww8okXya-Vvp_N_j2QHEIzM/view?usp=sharing,N/A,N/A,1372,-104.8460625,38.7444906
POINT (-80.8475742 28.5783659),Pharmco Laboratories,,Florida,Industry,Groundwater,Groundwater,2019.0,7,7,,,7.0,Chemical manufacturer/processor,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1paEhRUTsdjK_MZrD3RPZQDuCSviJ1f0g/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1373,-80.8475742,28.5783659
POINT (-86.1095292 42.7960187),Holland Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,2018.0,6,4,,,6.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1374,-86.1095292,42.7960187
POINT (-93.9590607 46.4984436),Crosby Landfill,,Minnesota,Landfill,Groundwater,Groundwater,2018.0,570,550,1090,3820.0,3820.0,N/A,https://www.pca.state.mn.us/waste/pfas-landfills,https://webapp.pca.state.mn.us/wimn/site/1803,https://www.pca.state.mn.us/waste/pfas-landfills,https://docs.google.com/spreadsheets/d/1hRu_fnwKe4j_dNU5cczPJSTcPUe8qTtJ/edit?usp=sharing&ouid=107676736406888330935&rtpof=true&sd=true,N/A,https://drive.google.com/drive/u/0/folders/1JHapkdyZrRziZCfTAWAX-nxDpQ_WEWlp,1375,-93.9590607,46.4984436
POINT (-76.248445 36.567749),Chesapeake NSGA NW,,Virginia,Military,Groundwater,Groundwater,,230,15221,,,15221.0,N/A,N/A,N/A,N/A,https://www.agri-pulse.com/ext/resources/pdfs/congress/STATUS-OF-NOTIFICATIONS-TO-AGRICULTURAL-OPERATIONS-PURSUANT-TO-SECTION-335-OF-THE-FISCAL-YEAR-2021-NATIONAL-DEFENSE-AUTHORIZATION-ACT-1.pdf,N/A,N/A,1376,-76.248445,36.567749
POINT (-83.931729 42.5935226),Howell Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,2018.0,7,64,,,64.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1377,-83.931729,42.5935226
POINT (-82.6968565 27.8886066),Reliable Circuits,,Florida,Industry,Groundwater,Groundwater,2017.0,,,,,,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1zMTubs7kYbAk0tax4yggU2CojDAkjWDA/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1378,-82.6968565,27.8886066
POINT (-104.5364131 38.8162375),Schriever Air Force Base,,Colorado,Military,Other Water,Surface Water,2018.0,110000,760000,,,760000.0,N/A,N/A,N/A,https://ar.afcec-cloud.af.mil/Search.aspx,https://drive.google.com/file/d/1aTeZL8aKlLVPnPPfDxx7J9z3_qNwsMTF/view?usp=sharing,N/A,N/A,1379,-104.5364131,38.8162375
POINT (-84.256084 35.9871831),Y-12 National Security Complex,,Tennessee,Industry,Surface Water,Surface Water,,12,10,,,12.0,N/A,N/A,N/A,https://www.energy.gov/pfas/articles/initial-assessment-and-polyfluoroalkyl-substances-department-energy-sites,https://drive.google.com/file/d/18aNZwg9XyHom0dqVTUdS_Tnqg20kd5BJ/view?usp=share_link,https://drive.google.com/drive/folders/1Ne0rhavgcaQ3hf4QeZr1nzf99pxL8X9k?usp=share_link,https://drive.google.com/drive/folders/1P3zqYq_fA5dw3gkPQYA4k4FQoLI4CmiB?usp=share_link,1380,-84.256084,35.9871831
POINT (-119.8398835 34.4271935),Santa Barbara Airport,,California,Airport,Groundwater,Groundwater,2020.0,79000,383000,462000,8770829.0,8770829.0,AFFF,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=T10000012769&mytab=esidata#esidata,https://geotracker.waterboards.ca.gov/map/pfas_map#,https://geotracker.waterboards.ca.gov/profile_report?cmd=mwreport&global_id=T10000012769&con_num=3537985026,https://drive.google.com/drive/u/0/folders/1K2-zYlGYdZJSjj51Hq2MnRjjAGyWs5dW,https://drive.google.com/drive/u/1/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza10,1381,-119.8398835,34.4271935
POINT (-104.8613176 38.9983094),United States Air Force Academy,,Colorado,Military,Groundwater,Groundwater,2019.0,2800,12000,,,12000.0,N/A,N/A,N/A,https://ar.afcec-cloud.af.mil/Search.aspx,https://drive.google.com/file/d/15v0lE1nutjZi3SsItCHdtRszJ_LXGOKc/view?usp=sharing,N/A,N/A,1382,-104.8613176,38.9983094
POINT (-121.9723396 37.411113),Santa Clara All Purpose Landfill,,California,Landfill,Groundwater,Groundwater,2019.0,280,,,2298.0,2298.0,N/A,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=L10006514573,https://geotracker.waterboards.ca.gov/map/pfas_map,https://geotracker.waterboards.ca.gov/map/pfas_map,N/A,https://drive.google.com/drive/u/0/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1383,-121.9723396,37.411113
POINT (-87.2815795 30.4085018),Corry Station,,Florida,Military,Groundwater,Groundwater,2018.0,130,2900,,,2900.0,N/A,N/A,N/A,https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html,https://drive.google.com/file/d/1LiBONSLZ7lFI2zQlxBwOiHNH7-4In-Nj/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1lb_Z4lFAR51QehUGMOxHEZuXpHO2y8QS,N/A,1384,-87.2815795,30.4085018
POINT (-122.1058 36.9768),Santa Cruz Class III Landfill,,California,Landfill,Groundwater,Groundwater,2019.0,110,110,179,1002.0,1002.0,N/A,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=L10003334990,https://geotracker.waterboards.ca.gov/map/pfas_map,https://geotracker.waterboards.ca.gov/map/pfas_map,N/A,https://drive.google.com/drive/u/0/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1385,-122.1058,36.9768
POINT (-85.0745218 42.9794871),Ionia Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,2018.0,10,2920,,,2920.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1386,-85.0745218,42.9794871
POINT (-80.3837828 25.489224),Homestead Air Reserve Base,,Florida,Military,Groundwater,Groundwater,2019.0,3100,9700,,,9700.0,N/A,N/A,N/A,https://ar.afcec-cloud.af.mil/Search.aspx,https://drive.google.com/file/d/13vInc5dur_MfHNHTqeT3H80sJqcCQmLx/view?usp=sharing,N/A,N/A,1387,-80.3837828,25.489224
POINT (-84.41085 42.282136),Jackson Wastewater Treatment Plant,,Michigan,WWTP,Other Water,Wastewater,2018.0,24,45,,,45.0,N/A,N/A,N/A,N/A,https://drive.google.com/file/d/1tCcynjyVbxACqzjjHhuhY7KSeAKZ1V7r/view?usp=sharing,N/A,N/A,1388,-84.41085,42.282136
POINT (-120.4478722 34.8991556),Santa Maria Public Airport,,California,Airport,Groundwater,Groundwater,2020.0,169,2920,3089,39535.0,39535.0,AFFF,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=T10000012770,https://geotracker.waterboards.ca.gov/map/pfas_map#,https://documents.geotracker.waterboards.ca.gov/esi/uploads/geo_report/3323589622/T10000012770.PDF,https://drive.google.com/drive/u/0/folders/1FkIDOMeIZRH2d_R8eeHboh5L4QXcql7y,https://drive.google.com/drive/u/1/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza11,1389,-120.4478722,34.8991556
POINT (-122.281554 47.894953),Big Gulch Creek Subbasin 9,"Big Gulch Creek Drainage Sub-Basin 9
and Swamp Creek Drainage
Sub-Basin 8",Washington,Airport,Soil,Soil,2022.0,0,2,2,2.0,2.0,N/A,N/A,https://apps.ecology.wa.gov/cleanupsearch/site/16778#site-documents,https://drive.google.com/file/d/1g-2jl8PSRwVm1-nGTAdP7eOSM5pBV4cN/view?usp=share_link,https://drive.google.com/file/d/1g-2jl8PSRwVm1-nGTAdP7eOSM5pBV4cN/view?usp=share_link,https://drive.google.com/drive/folders/1fCTyr7Pfcy0DB_utwS1wIUyDltR2WaU4?usp=share_link,https://drive.google.com/drive/folders/155QqwGqpkTGGSlJeFG-y-3UzCgW2P9LH?usp=share_link,1390,-122.281554,47.894953
POINT (-120.3805556 34.9491667),Santa Maria Regional Waste Management Facility,,California,Landfill,Groundwater,Groundwater,2019.0,10,,,384.0,384.0,N/A,N/A,https://geotracker.waterboards.ca.gov/profile_report?global_id=L10008198797,https://geotracker.waterboards.ca.gov/map/pfas_map,https://geotracker.waterboards.ca.gov/map/pfas_map,N/A,https://drive.google.com/drive/u/0/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1391,-120.3805556,34.9491667
POINT (-94.0808656 46.4330901),Crow Wing County Landfill,,Minnesota,Landfill,Groundwater,Groundwater,2019.0,600,570,1120,4170.0,4170.0,N/A,https://www.pca.state.mn.us/waste/pfas-landfills,https://webapp.pca.state.mn.us/wimn/site/2376,https://www.pca.state.mn.us/waste/pfas-landfills,https://docs.google.com/spreadsheets/d/1hRu_fnwKe4j_dNU5cczPJSTcPUe8qTtJ/edit?usp=sharing&ouid=107676736406888330935&rtpof=true&sd=true,N/A,https://drive.google.com/drive/u/0/folders/1JHapkdyZrRziZCfTAWAX-nxDpQ_WEWlp,1392,-94.0808656,46.4330901
POINT (-76.327406 36.9471392),NAVSUP Fleet Logistics Center Norfolk,Formerly Norfolk FISC,Virginia,Military,Groundwater,Groundwater,,69,332,,,332.0,N/A,N/A,https://www.navsup.navy.mil/public/navsup/flcn/,N/A,https://www.agri-pulse.com/ext/resources/pdfs/congress/STATUS-OF-NOTIFICATIONS-TO-AGRICULTURAL-OPERATIONS-PURSUANT-TO-SECTION-335-OF-THE-FISCAL-YEAR-2021-NATIONAL-DEFENSE-AUTHORIZATION-ACT-1.pdf,N/A,N/A,1393,-76.327406,36.9471392
POINT (-82.4213089 27.9645467),Revivation & Gulf Coast Metal Finishing Inc,,Florida,Industry,Groundwater,Groundwater,2021.0,24,309,,,309.0,N/A,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/1QDM8CgwTrwjr68C4O03LzFFs4l5aEDkH/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1394,-82.4213089,27.9645467
POINT (-82.7153227 28.2761592),Satellite Archery,,Florida,Industry,Groundwater,Groundwater,2021.0,139,2290,,,2290.0,Chemical manufacturer/processor,N/A,N/A,https://floridadep.gov/waste/waste-cleanup/content/waste-site-cleanup-state-funded-pfas-sampling-efforts,https://drive.google.com/file/d/17HZPDJeCuTsifh5vNaANFCioG55RGUGK/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1Ndpu9Udqst42msNuaNP2HTLEESuDj9DC,N/A,1395,-82.7153227,28.2761592
POINT (-76.3036107 36.8133488),Norfolk Naval Shipyard,,Virginia,Military,Groundwater,Groundwater,2017.0,506000,24400,512910,515624.0,515624.0,N/A,N/A,N/A,https://www.navfac.navy.mil/products_and_services/ev/products_and_services/env_restoration/pfas_reading_room.html,https://drive.google.com/file/d/1FDK92LDsSllnarmGNbvbnQOxXYMG6RLR/view?usp=sharing,https://drive.google.com/drive/u/0/folders/1ayj6zCCQxBFTLLcEBwKNCIgcY8v5jTca,N/A,1396,-76.3036107,36.8133488
POINT (-118.1956506 34.1558556),Scholl Canyon Landfill,,California,Landfill,Groundwater,Groundwater,2019.0,220,75,295,4415.0,4415.0,N/A,N/A,N/A,https://geotracker.waterboards.ca.gov/map/pfas_map,https://geotracker.waterboards.ca.gov/map/pfas_map,N/A,https://drive.google.com/drive/u/0/folders/1DWXhXwl1j4L5eKUdO88JdnrMTynHHza5,1397,-118.1956506,34.1558556
